issuekey,title,description,storypoint
USERGRID-756,"[FIXED?] NPE in CpEntityManager.validate","Need to be investigated before 2.1 release.    2015-06-16 22:47:20,361 [http-bio-8080-exec-7] ERROR org.apache.usergrid.corepersistence.CpEntityManager- Unable to load entity saparticles-fixed:e466f39a-cb97-11e4-b30c-f7cc05dca022  java.lang.NullPointerException    org.apache.usergrid.corepersistence.CpEntityManager.validate(CpEntityManager.java:956)    org.apache.usergrid.corepersistence.CpEntityManager.validate(CpEntityManager.java:942)    org.apache.usergrid.corepersistence.CpEntityManager.updateProperties(CpEntityManager.java:1030)    org.apache.usergrid.services.AbstractService.updateEntity(AbstractService.java:456)    org.apache.usergrid.services.AbstractService.updateEntity(AbstractService.java:444)    org.apache.usergrid.services.AbstractCollectionService.putItemByName(AbstractCollectionService.java:305)    org.apache.usergrid.services.AbstractService.invokeItemWithName(AbstractService.java:677)    org.apache.usergrid.services.AbstractService.invoke(AbstractService.java:628)    org.apache.usergrid.services.AbstractService.invoke(AbstractService.java:544)    org.apache.usergrid.services.ServiceRequest.execute(ServiceRequest.java:226)    org.apache.usergrid.services.ServiceRequest.execute(ServiceRequest.java:193)    org.apache.usergrid.rest.applications.ServiceResource.executeServiceRequest(ServiceResource.java:251)    org.apache.usergrid.rest.applications.ServiceResource.executePutWithMap(ServiceResource.java:371)    org.apache.usergrid.rest.applications.ServiceResource.executePut(ServiceResource.java:420)    sun.reflect.GeneratedMethodAccessor167.invoke(Unknown Source)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:497)    com.sun.jersey.spi.container.JavaMethodInvokerFactory$1.invoke(JavaMethodInvokerFactory.java:60)    com.sun.jersey.server.impl.model.method.dispatch.AbstractResourceMethodDispatchProvider$TypeOutInvoker._dispatch(AbstractResourceMethodDispatchProvider.java:185)    com.sun.jersey.server.impl.model.method.dispatch.ResourceJavaMethodDispatcher.dispatch(ResourceJavaMethodDispatcher.java:75)    com.sun.jersey.server.impl.uri.rules.HttpMethodRule.accept(HttpMethodRule.java:302)    com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137)    com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147)    com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137)    com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147)    com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137)    com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147)    com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137)    com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147)    com.sun.jersey.server.impl.uri.rules.ResourceClassRule.accept(ResourceClassRule.java:108)    com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147)    com.sun.jersey.server.impl.uri.rules.RootResourceClassesRule.accept(RootResourceClassesRule.java:84)    com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1542)    com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1473)    com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1419)    com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1409)    com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:409)    com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:540)    com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:909)    com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:857)    com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:811)    org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)    org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)    org.apache.shiro.web.servlet.AbstractShiroFilter.executeChain(AbstractShiroFilter.java:449)    org.apache.shiro.web.servlet.AbstractShiroFilter$1.call(AbstractShiroFilter.java:365)    org.apache.shiro.subject.support.SubjectCallable.doCall(SubjectCallable.java:90)    org.apache.shiro.subject.support.SubjectCallable.call(SubjectCallable.java:83)    org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)    org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)    org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)    org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:346)    org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:259)    org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)    org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)    org.apache.usergrid.rest.filters.ContentTypeFilter.doFilter(ContentTypeFilter.java:92)    org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)    org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)    org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)    org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)    org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:503)    org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)    org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)    org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)    org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)    org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421)    org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1070)    org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)    org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:316)    java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)    java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)    org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)    java.lang.Thread.run(Thread.java:745)",3
USERGRID-757,"Exception on system/database/setup","throws duplicate unique key exception on managementserviceimpl",2
USERGRID-759,"SNS Topic/Queue Implementation should use the Topics.subscribe helper methid","There is a helper method which should be used to subscribe SQS queues to SNS topics.",2
USERGRID-760,"Merge master to two-dot-o branches & rewrite tests to use new framework","There's one new test from master that needs to be rewritten using the new framework: ApplicationResourceIT.applicationCollectionWithAppToken()",2
USERGRID-763,"Portal does not show progress indicator for registration","When registering/signing up the form does not indicate any change in state when the 'Register' button is pressed.",3
USERGRID-764,"Instance Validation Script","We need a script which does testing of a Usergrid instance to confirm a set of functionality works.",2
USERGRID-765,"Validate JMX Meters / Timers are the ones we want to be in place for measuring/monitoring performance","Validate JMS Meters / Timers are the ones we want to be in place for measuring/monitoring performance",3
USERGRID-766,"Deploy 2.1 Branch into an End-to-End (e2e) testing environment","Deploy 2.1 Branch into an End-to-End (e2e) testing environment, including:    1) Cassandra  2) ElasticSearch  3) Tomcat  4) Portal",5
USERGRID-767,"WebApplicationException / Uncaught Exception embarassment","The following exception is returned for many cases, including a parse error and if an endpoint doesn't support the attempted HTTP method.  We need more descriptive messages in these cases.    {""error"":""web_application"",""timestamp"":1435156493000,""duration"":0,""exception"":""javax.ws.rs.WebApplicationException""}",3
USERGRID-768,"Bad characters in query causes 500 response; expecting 400?","If I make the following call:    https://api.usergrid.com/org/app/collection?ql=where%20thirdPropertyTypeInt%20%3E%2030000%20&&%20thirdPropertyTypeInt%20%3C%2040000&limit=10    I get the response:    {code}  {    ""error"": ""null_pointer"",    ""timestamp"": 1435176848310,    ""duration"": 1,    ""exception"": ""java.lang.NullPointerException""  }  {code}    The cause is that the ampersands in the query string aren't url encoded (should be %26 instead of &). I would expect that if the query string is bad, we should be returning a 400 Bad Request, rather than an ominous NullPointerException/500.",3
USERGRID-769,"ACL not working as expected?","When setting following ACL rule /assets/* user has access to /assets/xxx but also to /assets meaning that he can list all the assets.    I expected that when allowing /assets/* it would only allow /assets/xxx",3
USERGRID-771,"Add a separate email address for approving new Org Admin users which can be different from approving new Orgs","Currently the email address appears to be the same for approving new orgs and new admins.  We need a separate configurable email address for each.  If this setting is blank, the admin email can be used instead.  This needs to be fixed in 2.0 as well as 2.1.  2.0 first please :)",3
USERGRID-772,"Characterize the performance of 2.1","We need to characterize the performance of 2.1.  This will involve using:    - Varying numbers of tomcats  -- we can start with 20 and progressively add more into a load balancer to see the performance impact  - Varying ES cluster size - starting with 6 and going up to 20  -- we can start with 20 nodes and only have the indexes targeted to a subset  - Varying ES bucket/shard counts - starting with 10  - Varying Cassandra sizes - starting with 6 and going up to 12    General approach should be:  1) Start with 2 tomcats, 6 ES and 6 C*  2) Add +2 Tomcats iteratively until the performance starts to not increase (implying that either ES or C* is the limiting factor)  3) Add +3 ES nodes and test again.  Document impact.  4) Add +3 C* nodes, remove -3 ES nodes and test again.  Document impact.  5) Add +3 C* nodes and +3 ES nodes and test again.  Document impact.  6) Add +2 Tomcats and see the slope of the TPS graph  7) Add +3 C* - (now at 12) and test again  8) Test iteratively with +2 Tomcats until performance plateaus, up to 20 Tomcats",8
USERGRID-773,"Column Querying Issues","From http://community.apigee.com/questions/2432/error-analysis-of-response-when-trying-to-curl-que.html#answer-2454.  I have seen similar issues. I am using the org devnexus and the app 2015, which should be publicly visible.  In the UI, if I set Path to /sessions and Query to select name,title,room where title contains 'Java', I get no response and no error. However, if I capture the query made by the browser (https://api.usergrid.com/devnexus/2015/sessions?ql=select%20name%2Ctitle%2Croom%20where%20title%20contains%20%27Java%27%20order%20by%20created%20desc&access_token=YWMtuzeubNpKEeSm49lERp5XKQAAAUylS2HCr3MkIzCtKZHIYLT1VUiiygN9uUs) using Chrome dev tools, the same query works with curl.  You can see the same result with something as simple as select title.",3
USERGRID-774,"Exception being masked in ClientCredentialsSecurityFilter","An exception is being masked and causing issues in a deployment.  Here is the class and line.  We should be more specific on what exceptions we catch and at least log them.    https://github.com/apache/incubator-usergrid/blob/49ae4ac5b8d5d77e90e6e6c6e9d8b299a5423863/stack/rest/src/main/java/org/apache/usergrid/rest/security/shiro/filters/ClientCredentialsSecurityFilter.java#L65  ",3
USERGRID-775,"API returns 500 for missing Http Methods",NULL,3
USERGRID-776,"Queries without 'ql' return a Null Pointer instead of a meaningful message","http://api.usergrid.com/vta/sandbox/stops?select * where location within 3 of 37.415449732, -121.920367767  - this will return an 500/NPE when it should be a 4xx, and preferably have a better error message.",3
USERGRID-777,"Refactor App Info Migration to make it functional",NULL,3
USERGRID-778,"Limit on Queries results in a highly variable number of results","This behavior is observed on a build from the two-dot-o branch with commit ID 2d1c8b8ac7b20b63a11d83adca56839d8b409cca.    For example, limit=2 gives you 1 sometimes, limit=750 gives anywhere from 625 to 749.  For example this script:    {code}  #!/bin/bash  for count in `seq 1 10`  do       curl -s ""https://example.com/appservices/testorg/sandbox/scmocks?limit=750"" > file${count}      grep uuid file${count} | wc      rm file${count}  done  {code}    Produces these results:         685    2055   36305       750    2250   39750       749    2247   39697       742    2226   39326       750    2250   39750       749    2247   39697       747    2241   39591       744    2232   39432       750    2250   39750       749    2247   39697    A different count every time.  ",3
USERGRID-779,"Convert SNS client to use the SNSAsyncClient",NULL,1
USERGRID-780,"Implement buffer for re-index events","Create configurable re-index buffer property and implement in ReIndexService.",1
USERGRID-785,"Unable to run 2.0 to 2.1 data migration on large data set.","Attempted to run entity data migration in (UG 2.0 to UG 2.1 ) with a instance having 1.1 million entities in a single collection, within a single application.  This causes the following exception on cassandra:    {code}  ERROR [ReadStage:16] 2015-07-02 23:33:29,720 SliceQueryFilter.java (line 206) Scanned over 100000 tombstones in ug_migrate_test.Graph_Source_Node_Edges; query aborted (see tombstone_failure_threshold)  ERROR [ReadStage:27] 2015-07-02 23:33:39,723 SliceQueryFilter.java (line 206) Scanned over 100000 tombstones in ug_migrate_test.Graph_Source_Node_Edges; query aborted (see tombstone_failure_threshold)  ERROR [ReadStage:27] 2015-07-02 23:33:39,723 CassandraDaemon.java (line 258) Exception in thread Thread[ReadStage:27,5,main]  java.lang.RuntimeException: org.apache.cassandra.db.filter.TombstoneOverwhelmingException    org.apache.cassandra.service.StorageProxy$DroppableRunnable.run(StorageProxy.java:2016)      {code}        which results in the following exception in usergrid:    {code}  2015-07-02 23:33:59,680 [Index migrate data formats] ERROR org.apache.usergrid.rest.MigrateResource- Unable to migrate data  java.lang.RuntimeException: Unable to connect to casandra    org.apache.usergrid.persistence.core.astyanax.MultiRowColumnIterator.advance(MultiRowColumnIterator.java:190)    org.apache.usergrid.persistence.core.astyanax.MultiRowColumnIterator.hasNext(MultiRowColumnIterator.java:122)    org.apache.usergrid.persistence.graph.serialization.impl.shard.impl.ShardsColumnIterator.hasNext(ShardsColumnIterator.java:65)    org.apache.usergrid.persistence.graph.serialization.impl.shard.impl.ShardGroupColumnIterator.advance(ShardGroupColumnIterator.java:120)    org.apache.usergrid.persistence.graph.serialization.impl.shard.impl.ShardGroupColumnIterator.hasNext(ShardGroupColumnIterator.java:68)    org.apache.usergrid.persistence.core.rx.ObservableIterator.call(ObservableIterator.java:66)    org.apache.usergrid.persistence.core.rx.ObservableIterator.call(ObservableIterator.java:38)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleNewSource(OperatorMerge.java:215)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:185)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)    rx.internal.operators.OperatorDoOnEach$1.onNext(OperatorDoOnEach.java:84)    org.apache.usergrid.persistence.core.rx.ObservableIterator.call(ObservableIterator.java:71)    org.apache.usergrid.persistence.core.rx.ObservableIterator.call(ObservableIterator.java:38)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleNewSource(OperatorMerge.java:215)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:185)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OnSubscribeFromIterable$IterableProducer.request(OnSubscribeFromIterable.java:96)    rx.Subscriber.setProducer(Subscriber.java:177)    rx.internal.operators.OnSubscribeFromIterable.call(OnSubscribeFromIterable.java:47)    rx.internal.operators.OnSubscribeFromIterable.call(OnSubscribeFromIterable.java:33)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleNewSource(OperatorMerge.java:215)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:185)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)    rx.internal.operators.OperatorMerge$InnerSubscriber.emit(OperatorMerge.java:676)    rx.internal.operators.OperatorMerge$InnerSubscriber.onNext(OperatorMerge.java:586)    rx.internal.operators.OperatorMerge$InnerSubscriber.emit(OperatorMerge.java:676)    rx.internal.operators.OperatorMerge$InnerSubscriber.onNext(OperatorMerge.java:586)    rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)    rx.internal.operators.OperatorFilter$1.onNext(OperatorFilter.java:54)    rx.internal.operators.OperatorDoOnEach$1.onNext(OperatorDoOnEach.java:84)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleScalarSynchronousObservableWithRequestLimits(OperatorMerge.java:280)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleScalarSynchronousObservable(OperatorMerge.java:243)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:176)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)    rx.internal.operators.OperatorDoOnEach$1.onNext(OperatorDoOnEach.java:84)    org.apache.usergrid.persistence.collection.impl.EntityCollectionManagerImpl$1.call(EntityCollectionManagerImpl.java:248)    org.apache.usergrid.persistence.collection.impl.EntityCollectionManagerImpl$1.call(EntityCollectionManagerImpl.java:240)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleNewSource(OperatorMerge.java:215)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:185)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)    rx.internal.operators.OperatorDoOnEach$1.onNext(OperatorDoOnEach.java:84)    rx.internal.operators.OperatorMerge$InnerSubscriber.emit(OperatorMerge.java:676)    rx.internal.operators.OperatorMerge$InnerSubscriber.onNext(OperatorMerge.java:586)    rx.internal.operators.OperatorFilter$1.onNext(OperatorFilter.java:54)    rx.internal.operators.OnSubscribeFromIterable$IterableProducer.request(OnSubscribeFromIterable.java:96)    rx.Subscriber.setProducer(Subscriber.java:177)    rx.Subscriber.setProducer(Subscriber.java:171)    rx.internal.operators.OnSubscribeFromIterable.call(OnSubscribeFromIterable.java:47)    rx.internal.operators.OnSubscribeFromIterable.call(OnSubscribeFromIterable.java:33)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleNewSource(OperatorMerge.java:215)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:185)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OperatorMap$1.onNext(OperatorMap.java:55)    rx.internal.operators.OperatorBufferWithSize$1.onCompleted(OperatorBufferWithSize.java:119)    org.apache.usergrid.persistence.core.rx.ObservableIterator.call(ObservableIterator.java:75)    org.apache.usergrid.persistence.core.rx.ObservableIterator.call(ObservableIterator.java:38)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorMerge$MergeSubscriber.handleNewSource(OperatorMerge.java:215)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:185)    rx.internal.operators.OperatorMerge$MergeSubscriber.onNext(OperatorMerge.java:120)    rx.internal.operators.OnSubscribeFromIterable$IterableProducer.request(OnSubscribeFromIterable.java:96)    rx.Subscriber.setProducer(Subscriber.java:177)    rx.internal.operators.OnSubscribeFromIterable.call(OnSubscribeFromIterable.java:47)    rx.internal.operators.OnSubscribeFromIterable.call(OnSubscribeFromIterable.java:33)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable$1.call(Observable.java:144)    rx.Observable$1.call(Observable.java:136)    rx.Observable.unsafeSubscribe(Observable.java:7495)    rx.internal.operators.OperatorSubscribeOn$1$1.call(OperatorSubscribeOn.java:62)    rx.internal.schedulers.ScheduledAction.run(ScheduledAction.java:55)    java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511)    java.util.concurrent.FutureTask.run(FutureTask.java:266)    java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$201(ScheduledThreadPoolExecutor.java:180)    java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293)    java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)    java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)    java.lang.Thread.run(Thread.java:745)  Caused by: com.netflix.astyanax.connectionpool.exceptions.OperationTimeoutException: OperationTimeoutException: [host=10.16.4.135(10.16.4.135):9160, latency=5001(30012), attempts=6]TimedOutException()    com.netflix.astyanax.thrift.ThriftConverter.ToConnectionPoolException(ThriftConverter.java:171)    com.netflix.astyanax.thrift.AbstractOperationImpl.execute(AbstractOperationImpl.java:65)    com.netflix.astyanax.thrift.AbstractOperationImpl.execute(AbstractOperationImpl.java:28)    com.netflix.astyanax.thrift.ThriftSyncConnectionFactoryImpl$ThriftConnection.execute(ThriftSyncConnectionFactoryImpl.java:151)    com.netflix.astyanax.connectionpool.impl.AbstractExecuteWithFailoverImpl.tryOperation(AbstractExecuteWithFailoverImpl.java:119)    com.netflix.astyanax.connectionpool.impl.AbstractHostPartitionConnectionPool.executeWithFailover(AbstractHostPartitionConnectionPool.java:338)    com.netflix.astyanax.thrift.ThriftColumnFamilyQueryImpl$4.execute(ThriftColumnFamilyQueryImpl.java:532)    org.apache.usergrid.persistence.core.astyanax.MultiRowColumnIterator.advance(MultiRowColumnIterator.java:187)  	... 146 more  Caused by: TimedOutException()    org.apache.cassandra.thrift.Cassandra$multiget_slice_result.read(Cassandra.java:10480)    org.apache.thrift.TServiceClient.receiveBase(TServiceClient.java:78)    org.apache.cassandra.thrift.Cassandra$Client.recv_multiget_slice(Cassandra.java:673)    org.apache.cassandra.thrift.Cassandra$Client.multiget_slice(Cassandra.java:657)    com.netflix.astyanax.thrift.ThriftColumnFamilyQueryImpl$4$1.internalExecute(ThriftColumnFamilyQueryImpl.java:538)    com.netflix.astyanax.thrift.ThriftColumnFamilyQueryImpl$4$1.internalExecute(ThriftColumnFamilyQueryImpl.java:535)    com.netflix.astyanax.thrift.AbstractOperationImpl.execute(AbstractOperationImpl.java:60)  	... 152 more  {code}",3
USERGRID-787,"'order by created desc' causing no results in location query (affects 1.0, not sure about 2.0)","Making the following API call returns no results:    {code}https://api.usergrid.com/org/app/collection?ql=location%20within%201000%20of%2051.73213%2C%20-1.20631%20order%20by%20created%20desc{code}    but this one works:    {code}https://api.usergrid.com/org/app/collection?ql=location%20within%201000%20of%2051.73213%2C%20-1.20631{code}    Definitely affects 1.0, not tested against 2.x",3
USERGRID-788,"New ExportApp tool","Provide new tool that exports an app:  1. Writes two types of files: entities and connections  2. Each line of output files will be one complete JSON object  3. Use RxJava for multithreading of reads and of writes",1
USERGRID-790,"Can't delete entities in collection using singularized noun (affects 1.0, untested on 2.X)","1. Create a collection, e.g. ""food""  2. The collection will be automatically pluralized to ""foods""  3. Create an entity in the ""foods"" collection  4. Attempt to delete ""/food/[uuid]"" and the following error is thrown:    {code}  {    ""error"": ""service_resource_not_found"",    ""timestamp"": ...,    ""duration"": 0,    ""exception"": ""org.apache.usergrid.services.exceptions.ServiceResourceNotFoundException"",    ""error_description"": ""Service resource not found""  }  {code}",3
USERGRID-792,"If the 'name' of an entity contains a colon it cannot be retrieved by name","For example, https://usergrid.com/{org}/{app}/{collection}/jeff:west  yields:    {    ""error"": ""null_pointer"",    ""timestamp"": 1436487047250,    ""duration"": 0,    ""exception"": ""java.lang.NullPointerException""  }",3
USERGRID-797,"Org (and presumably App) credentials can't create connections by default","If you try to create a new connection using org or app credentials, it will fail with:    {code}  {      ""duration"": 1,      ""error"": ""unauthorized"",      ""error_description"": ""Subject does not have permission [applications:post:uuid:/col1/uuid/relationship/uid]"",      ""exception"": ""org.apache.shiro.authz.UnauthorizedException"",      ""timestamp"": ""....""  }  {code}    The only workaround seems to be to give {code}POST /**{code} to the Guest role.    Expected behavior: app and org credentials should (out of the box) both be able to create and delete connections, as well as retrieve all depths of them:    {code}GET /collection/uuid/verb  GET /collection/uuid/connecting/verb  GET /collection/uuid/connections/verb{code}  etc.    In short, all tests in the URAP integration_tests should pass on a net new instance without having to set Guest role permissions to {code}/**{code}",3
USERGRID-800,"Test and Confirm cross-region message delivery for 2.0 in an execution environment",NULL,2
USERGRID-816,"Implement the ability to track the storage used by an app","Depends on counters getting fixed",3
USERGRID-831,"Confirm 2.1 LICENSE file has requisite versions and module names",NULL,3
USERGRID-832,"[SPIKE] Investigate and propose 2-3 approaches for indexing specific attributes of documents","Please investigate and propose a few different options for explicit indexing.    Things to consider:  1) How other databases handle this  2) Ability to index all occurrences of a given field name - for example, index 'cat' whether it is a root property, pets.cat, owners.cat, etc.  ",5
USERGRID-833,"Implement script for configuring Grafana dashboards based on new JMX counters",NULL,3
USERGRID-840,"Complete Multi Region ES management implementation","When indexes are created on setup, as well as aliases assigned on application creation, this is only performed in the local region.  We need to create indexes in all regions during an index administration operation, as well as create aliases.     We will also probably want to make our aliases and underlying indexes identical, in order to allow for ease of administration regardless of region.    We need to account for two cases:  1) Secondary region does not already have ES indexes configured - need to create the indexes and aliases  2) Secondary region already has ES installed and configured (indexes existing) - only need to create aliases  ",1
USERGRID-851,"ImportAdmins tool should merge organizations of duplicate users","Some older Usergrid systems may have multiple accounts with the same username or email address, something which is not allowed and problematic now.     When such users are imported into a new system by the ImportAdmins program we can ""repair"" such users by merging the duplicates and ensure that the resulting single user account has the union of organization in the one or more duplicate users.",3
USERGRID-854,"[SPIKE] Look at 'Fix X test' and close if needed",NULL,2
